"Worker ID","Link to Individual Worker Page","Number of HITs approved or rejected - Lifetime","Number of HITs approved - Lifetime","Your Lifetime approval rate","Number of HITs approved or rejected - Last 30 days","Number of HITs approved - Last 30 days","Your Last 30 days approval rate","Number of HITs approved or rejected - Last 7 days","Number of HITs approved - Last 7 days","Your Last 7 days approval rate","CURRENT-Paying non-submitted hits","UPDATE-Paying non-submitted hits","CURRENT-CIBS_WoT_dots_4","UPDATE-CIBS_WoT_dots_4","CURRENT-CIBS_WoT_dots_3","UPDATE-CIBS_WoT_dots_3","CURRENT-CIBS_WoT_dots_2","UPDATE-CIBS_WoT_dots_2","CURRENT-CIBS_WoT_dots_1","UPDATE-CIBS_WoT_dots_1","CURRENT-CIBS_WoT_01_test","UPDATE-CIBS_WoT_01_test","CURRENT-CIBSGOR420180118","UPDATE-CIBSGOR420180118","CURRENT BlockStatus","UPDATE BlockStatus","BlockReason"
"A11N2XYG9AGJ30","https://master-requester.mturk.com/workers/A11N2XYG9AGJ30","5","5","100.00%","0","0","0.00%","0","0","0.00%","","","1","","1","","1","","1","","1","","","","Never Blocked","",""
"A11N96RFSKMWYJ","https://master-requester.mturk.com/workers/A11N96RFSKMWYJ","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","1","","","","","","Never Blocked","",""
"A11O504U2EJUGU","https://master-requester.mturk.com/workers/A11O504U2EJUGU","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","1","","Never Blocked","",""
"A11OGJ4BGNDXQM","https://master-requester.mturk.com/workers/A11OGJ4BGNDXQM","4","4","100.00%","0","0","0.00%","0","0","0.00%","","","1","","1","","1","","1","","1","","","","Never Blocked","",""
"A11P9G6S06G4ZA","https://master-requester.mturk.com/workers/A11P9G6S06G4ZA","3","3","100.00%","0","0","0.00%","0","0","0.00%","","","1","","","","","","1","","1","","","","Never Blocked","",""
"A11Q8U6QTT8KGF","https://master-requester.mturk.com/workers/A11Q8U6QTT8KGF","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","1","","","","","","","","","","","","Never Blocked","",""
"A11QDNT3W7DT7K","https://master-requester.mturk.com/workers/A11QDNT3W7DT7K","2","2","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","1","","1","","Never Blocked","",""
"A11QI3DSDPOUOS","https://master-requester.mturk.com/workers/A11QI3DSDPOUOS","2","2","100.00%","0","0","0.00%","0","0","0.00%","","","","","1","","","","1","","1","","","","Never Blocked","",""
"A11RF5IYJQL5B","https://master-requester.mturk.com/workers/A11RF5IYJQL5B","4","4","100.00%","0","0","0.00%","0","0","0.00%","","","1","","1","","1","","1","","1","","","","Never Blocked","",""
"A11S9PGSRULIGX","https://master-requester.mturk.com/workers/A11S9PGSRULIGX","2","2","100.00%","0","0","0.00%","0","0","0.00%","","","1","","1","","","","","","","","","","Never Blocked","",""
"A11SEWSH1L50W1","https://master-requester.mturk.com/workers/A11SEWSH1L50W1","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","1","","","","","","","","","","Never Blocked","",""
"A11T4227GSO6EP","https://master-requester.mturk.com/workers/A11T4227GSO6EP","5","5","100.00%","0","0","0.00%","0","0","0.00%","","","1","","1","","1","","1","","","","1","","Never Blocked","",""
"A11T731YKGD2RH","https://master-requester.mturk.com/workers/A11T731YKGD2RH","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","1","","Never Blocked","",""
"A11THU6UGG3THR","https://master-requester.mturk.com/workers/A11THU6UGG3THR","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","1","","1","","","","1","","","","","","Never Blocked","",""
"A11TY4VHBBJLJR","https://master-requester.mturk.com/workers/A11TY4VHBBJLJR","2","2","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","1","","","","1","","Never Blocked","",""
"A11UOM2LJ69AE7","https://master-requester.mturk.com/workers/A11UOM2LJ69AE7","5","5","100.00%","0","0","0.00%","0","0","0.00%","","","1","","1","","1","","1","","1","","1","","Never Blocked","",""
"A11UQWFUDNIHIL","https://master-requester.mturk.com/workers/A11UQWFUDNIHIL","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","1","","Never Blocked","",""
"A11V2YD0QT3S4D","https://master-requester.mturk.com/workers/A11V2YD0QT3S4D","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","1","","Never Blocked","",""
"A11W7R2O4RQSSS","https://master-requester.mturk.com/workers/A11W7R2O4RQSSS","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","1","","Never Blocked","",""
"A11W9XU1ESKSAY","https://master-requester.mturk.com/workers/A11W9XU1ESKSAY","4","4","100.00%","0","0","0.00%","0","0","0.00%","","","1","","1","","1","","","","1","","","","Never Blocked","",""
"A11X0F6C5C2K3Q","https://master-requester.mturk.com/workers/A11X0F6C5C2K3Q","4","4","100.00%","0","0","0.00%","0","0","0.00%","","","1","","1","","1","","1","","","","","","Never Blocked","",""
"A11X7CKWHY3OTY","https://master-requester.mturk.com/workers/A11X7CKWHY3OTY","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","1","","","","","","","","","","","","Never Blocked","",""
"A11X7IVSPGSPQY","https://master-requester.mturk.com/workers/A11X7IVSPGSPQY","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","1","","","","","","","","","","","","Never Blocked","",""
"A11XR52SDVCMEL","https://master-requester.mturk.com/workers/A11XR52SDVCMEL","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","1","","","","1","","Never Blocked","",""
"A11YS0T8MV3Q7C","https://master-requester.mturk.com/workers/A11YS0T8MV3Q7C","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","1","","Never Blocked","",""
"A11Z6OADOCBZPE","https://master-requester.mturk.com/workers/A11Z6OADOCBZPE","4","4","100.00%","0","0","0.00%","0","0","0.00%","","","1","","1","","1","","1","","","","","","Never Blocked","",""
"A11ZBFOX0RPO35","https://master-requester.mturk.com/workers/A11ZBFOX0RPO35","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","1","","","","Never Blocked","",""
"A11ZDW0GYHI8QL","https://master-requester.mturk.com/workers/A11ZDW0GYHI8QL","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","1","","","","","","1","","","","","","Never Blocked","",""
"A120PN22KW0VPY","https://master-requester.mturk.com/workers/A120PN22KW0VPY","2","2","100.00%","0","0","0.00%","0","0","0.00%","","","1","","1","","","","","","1","","1","","Never Blocked","",""
"A120TOLQ1KGPLQ","https://master-requester.mturk.com/workers/A120TOLQ1KGPLQ","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","1","","","","","","","","","","","","Never Blocked","",""
"A120TYWU7PD48O","https://master-requester.mturk.com/workers/A120TYWU7PD48O","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","1","","Never Blocked","",""
"A121FRZFN86KC1","https://master-requester.mturk.com/workers/A121FRZFN86KC1","3","3","100.00%","0","0","0.00%","0","0","0.00%","","","1","","1","","","","","","1","","","","Never Blocked","",""
"A121XSX1THS5UI","https://master-requester.mturk.com/workers/A121XSX1THS5UI","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","1","","Never Blocked","",""
"A122E99M2DQY1G","https://master-requester.mturk.com/workers/A122E99M2DQY1G","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","1","","","","Never Blocked","",""
"A122MG9OM42UDP","https://master-requester.mturk.com/workers/A122MG9OM42UDP","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","1","","","","Never Blocked","",""
"A122UC2R9WJK0C","https://master-requester.mturk.com/workers/A122UC2R9WJK0C","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","1","","Never Blocked","",""
"A123LVX9FBJEMX","https://master-requester.mturk.com/workers/A123LVX9FBJEMX","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","1","","","","Never Blocked","",""
"A123UAS4SLOG4Q","https://master-requester.mturk.com/workers/A123UAS4SLOG4Q","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","1","","","","","","","","","","","","Never Blocked","",""
"A1249JB5291MR2","https://master-requester.mturk.com/workers/A1249JB5291MR2","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","1","","","","","","","","","","","","Never Blocked","",""
"A124QJQR5HXX4D","https://master-requester.mturk.com/workers/A124QJQR5HXX4D","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","1","","","","Never Blocked","",""
"A12569NJ7KY1KX","https://master-requester.mturk.com/workers/A12569NJ7KY1KX","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","1","","","","","","","","","","Never Blocked","",""
"A125FN8IYVB93O","https://master-requester.mturk.com/workers/A125FN8IYVB93O","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","1","","1","","Never Blocked","",""
"A126UU7IXRJC95","https://master-requester.mturk.com/workers/A126UU7IXRJC95","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","1","","","","","","","","Never Blocked","",""
"A126W25OWYGNHM","https://master-requester.mturk.com/workers/A126W25OWYGNHM","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","1","","","","","","1","","","","Never Blocked","",""
"A1274B3RL8IZ8H","https://master-requester.mturk.com/workers/A1274B3RL8IZ8H","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","1","","Never Blocked","",""
"A127A2KRPBCOOK","https://master-requester.mturk.com/workers/A127A2KRPBCOOK","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","1","","","","Never Blocked","",""
"A12AVKFXNKBMSX","https://master-requester.mturk.com/workers/A12AVKFXNKBMSX","2","2","100.00%","0","0","0.00%","0","0","0.00%","","","1","","","","","","","","1","","","","Never Blocked","",""
"A12BVO6VMT6SQK","https://master-requester.mturk.com/workers/A12BVO6VMT6SQK","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","1","","Never Blocked","",""
"A12CMVEJJEPGI","https://master-requester.mturk.com/workers/A12CMVEJJEPGI","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","1","","","","","","","","Never Blocked","",""
"A12COBPWFFF8UK","https://master-requester.mturk.com/workers/A12COBPWFFF8UK","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","1","","","","Never Blocked","",""
"A12D310D82O2PK","https://master-requester.mturk.com/workers/A12D310D82O2PK","3","3","100.00%","0","0","0.00%","0","0","0.00%","","","1","","1","","","","1","","","","","","Never Blocked","",""
"A12D5DJ38BLOOT","https://master-requester.mturk.com/workers/A12D5DJ38BLOOT","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","1","","","","Never Blocked","",""
"A12D619RL99RG0","https://master-requester.mturk.com/workers/A12D619RL99RG0","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","1","","","","Never Blocked","",""
"A12DBV9FNAOFEM","https://master-requester.mturk.com/workers/A12DBV9FNAOFEM","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","1","","Never Blocked","",""
"A12DOOZ9TBSEZX","https://master-requester.mturk.com/workers/A12DOOZ9TBSEZX","2","2","100.00%","0","0","0.00%","0","0","0.00%","","","","","1","","","","1","","","","","","Never Blocked","",""
"A12DY4HHG6MYF0","https://master-requester.mturk.com/workers/A12DY4HHG6MYF0","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","1","","1","","","","Never Blocked","",""
"A12E9FN57ZNIWH","https://master-requester.mturk.com/workers/A12E9FN57ZNIWH","4","4","100.00%","0","0","0.00%","0","0","0.00%","","","1","","1","","1","","1","","","","","","Never Blocked","",""
"A12EQIULBHM4HJ","https://master-requester.mturk.com/workers/A12EQIULBHM4HJ","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","1","","Never Blocked","",""
"A12F0ZEB4IZXGO","https://master-requester.mturk.com/workers/A12F0ZEB4IZXGO","3","3","100.00%","0","0","0.00%","0","0","0.00%","","","1","","1","","1","","","","1","","","","Never Blocked","",""
"A12FOL04S4RO2","https://master-requester.mturk.com/workers/A12FOL04S4RO2","4","4","100.00%","0","0","0.00%","0","0","0.00%","","","","","1","","1","","1","","1","","","","Never Blocked","",""
"A12GJUCS7AJ4K","https://master-requester.mturk.com/workers/A12GJUCS7AJ4K","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","1","","Never Blocked","",""
"A12GME5CM4AJA4","https://master-requester.mturk.com/workers/A12GME5CM4AJA4","5","5","100.00%","0","0","0.00%","0","0","0.00%","","","1","","1","","1","","1","","1","","","","Never Blocked","",""
"A12GR5BH8BP8TW","https://master-requester.mturk.com/workers/A12GR5BH8BP8TW","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","1","","","","Never Blocked","",""
"A12GS2M7VH13ZX","https://master-requester.mturk.com/workers/A12GS2M7VH13ZX","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","1","","","","Never Blocked","",""
"A12GVU3GSJSSHD","https://master-requester.mturk.com/workers/A12GVU3GSJSSHD","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","1","","","","","","Never Blocked","",""
"A12HIQXUGNO5Z9","https://master-requester.mturk.com/workers/A12HIQXUGNO5Z9","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","1","","","","Never Blocked","",""
"A12HZGOZQD5YK7","https://master-requester.mturk.com/workers/A12HZGOZQD5YK7","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","1","","Never Blocked","",""
"A12IHTKQFQIPD1","https://master-requester.mturk.com/workers/A12IHTKQFQIPD1","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","1","","","","Never Blocked","",""
"A12IIPF9MYF9CC","https://master-requester.mturk.com/workers/A12IIPF9MYF9CC","5","5","100.00%","0","0","0.00%","0","0","0.00%","","","1","","1","","1","","1","","1","","","","Never Blocked","",""
"A12J4IRF5Z06BT","https://master-requester.mturk.com/workers/A12J4IRF5Z06BT","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","1","","","","Never Blocked","",""
"A12JFHCJC680PV","https://master-requester.mturk.com/workers/A12JFHCJC680PV","3","3","100.00%","0","0","0.00%","0","0","0.00%","","","1","","1","","","","1","","","","","","Never Blocked","",""
"A12JKSH2NE5W9N","https://master-requester.mturk.com/workers/A12JKSH2NE5W9N","4","4","100.00%","0","0","0.00%","0","0","0.00%","","","1","","1","","1","","","","1","","","","Never Blocked","",""
"A12KC4GVIKW6AG","https://master-requester.mturk.com/workers/A12KC4GVIKW6AG","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","1","","","","Never Blocked","",""
"A12KFSO8SRIJ0J","https://master-requester.mturk.com/workers/A12KFSO8SRIJ0J","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","1","","","","Never Blocked","",""
"A12LI6GAHU6S2H","https://master-requester.mturk.com/workers/A12LI6GAHU6S2H","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","1","","Never Blocked","",""
"A12LKRWUTN73CI","https://master-requester.mturk.com/workers/A12LKRWUTN73CI","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","1","","","","Never Blocked","",""
"A12M2G1YU4TVCI","https://master-requester.mturk.com/workers/A12M2G1YU4TVCI","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","1","","","","1","","","","Never Blocked","",""
"A12MV66U9VGLQ1","https://master-requester.mturk.com/workers/A12MV66U9VGLQ1","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","1","","","","","","","","Never Blocked","",""
"A12NF2PK7G4HFC","https://master-requester.mturk.com/workers/A12NF2PK7G4HFC","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","1","","","","","","","","","","","","Never Blocked","",""
"A12NNJKHIZP1TY","https://master-requester.mturk.com/workers/A12NNJKHIZP1TY","3","3","100.00%","0","0","0.00%","0","0","0.00%","","","1","","1","","","","","","1","","","","Never Blocked","",""
"A12NO2MNOIREXA","https://master-requester.mturk.com/workers/A12NO2MNOIREXA","3","3","100.00%","0","0","0.00%","0","0","0.00%","","","1","","1","","1","","1","","","","","","Never Blocked","",""
"A12O9P1OTMJOPW","https://master-requester.mturk.com/workers/A12O9P1OTMJOPW","5","5","100.00%","0","0","0.00%","0","0","0.00%","","","1","","1","","1","","1","","1","","","","Never Blocked","",""
"A12OHSKGXSMZX7","https://master-requester.mturk.com/workers/A12OHSKGXSMZX7","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","1","","","","","","","","","","","","Never Blocked","",""
"A12OPKFRUP3X96","https://master-requester.mturk.com/workers/A12OPKFRUP3X96","3","3","100.00%","0","0","0.00%","0","0","0.00%","","","1","","","","1","","1","","","","","","Never Blocked","",""
"A12OS4TZ2POD20","https://master-requester.mturk.com/workers/A12OS4TZ2POD20","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","1","","","","Never Blocked","",""
"A12PONCME4OT50","https://master-requester.mturk.com/workers/A12PONCME4OT50","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","1","","Never Blocked","",""
"A12QJ0TTH77O6P","https://master-requester.mturk.com/workers/A12QJ0TTH77O6P","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","1","","","","","","","","","","Never Blocked","",""
"A12RFSF64ECMGQ","https://master-requester.mturk.com/workers/A12RFSF64ECMGQ","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","1","","","","","","1","","","","Never Blocked","",""
"A12RIEEJN4N5WF","https://master-requester.mturk.com/workers/A12RIEEJN4N5WF","4","4","100.00%","0","0","0.00%","0","0","0.00%","","","1","","1","","1","","1","","","","","","Never Blocked","",""
"A12RIQW8ULF0VX","https://master-requester.mturk.com/workers/A12RIQW8ULF0VX","2","2","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","1","","1","","","","Never Blocked","",""
"A12S431AEGH2FS","https://master-requester.mturk.com/workers/A12S431AEGH2FS","3","3","100.00%","0","0","0.00%","0","0","0.00%","","","1","","1","","1","","1","","","","","","Never Blocked","",""
"A12S4E3AJF8JSK","https://master-requester.mturk.com/workers/A12S4E3AJF8JSK","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","1","","Never Blocked","",""
"A12T6O4X16520M","https://master-requester.mturk.com/workers/A12T6O4X16520M","2","2","100.00%","0","0","0.00%","0","0","0.00%","","","1","","1","","1","","","","","","","","Never Blocked","",""
"A12U7COE7W19XJ","https://master-requester.mturk.com/workers/A12U7COE7W19XJ","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","1","","","","","","Never Blocked","",""
